sample	amp1	amp2	amp3	amp4	amp5	amp6	amp7	amp8	amp9	amp10	amp11	amp12	amp13	amp14	amp15	amp16	amp17	amp18	amp19	amp20	amp21	amp22	amp23	amp24	amp25	amp26	amp27	amp28	amp29	amp30	amp31	amp32	amp33	amp34	amp35	amp36	amp37	amp38	amp39	amp40	amp41	amp42	amp43	amp44	amp45	amp46	amp47	amp48	amp49	amp50	amp51	amp52	amp53	amp54	amp55	amp56	amp57	amp58	amp59	amp60	amp61	amp62	amp63	amp64	amp65	amp66	amp67	amp68	amp69	amp70	amp71	amp72	amp73	amp74	amp75	amp76	amp77	amp78	amp79	amp80	amp81	amp82	amp83	amp84	amp85	amp86	amp87	amp88	amp89	amp90	amp91	amp92	amp93	amp94	amp95	amp96	amp97	amp98
E22	192.1691742	4992.9135742	8377.3544922	15872.2099609	7194.8984375	629.4884644	342.2810974	2667.3063965	138.8632507	4967.4375	4286.4960938	1920.2750244	32.1308899	9464.6308594	672.387085	1700.0369873	458.1971741	589.2107544	95.0986557	3230.1428223	299.9072266	11832.4638672	4416.2841797	267.7925415	4020.7109375	1520.269043	5905.6132812	200.051178	9.982379	8083.6108398	69.5873795	396.4974976	6194.8759766	12640.1464844	3370.8115234	11.8983049	14895.5429688	2147.4597168	8662.7060547	9743.8691406	1871.4223633	5736.2910156	1020.8719482	8358.8291016	29.4773865	6682.59375	5895.6142578	4242.4594727	5619.5229492	2475.697998	1494.2935791	10872.1308594	5325.0776367	718.4589233	10699.6972656	872.5301514	6461.6157227	4255.7929688	342.5707397	5532.6806641	19565.8710938	29636.875	4353.6445312	545.3705444	923.7149048	126.6351929	7351.7695312	2206.5888672	7226.1132812	3448.4575195	677.0985107	9876.7382812	212.03125	874.0882568	34844.2109375	68.6757965	14875.296875	2412.9101562	567.8441772	1254.2521973	1543.2926025	19225.4863281	2639.482666	17632.3574219	22.5196514	270.2512207	21788.9023438	6156.0776367	101.8201752	10036.0595703	18.4741039	3616.1188965	23792.8378906	1185.9343262	3134.7814941	66.9377747	3323.2407227	314.6993103
E24	817.9699097	11722.4570312	16259.9628906	16483.8496094	8726.3896484	5190.9033203	3769.6174316	7431.2509766	2702.2351074	10254.2412109	11586.6923828	9337.2753906	450.3036499	17354.0625	7076.2041016	9665.9921875	5956.0048828	6622.4628906	1885.8475342	7536.1904297	5038.6083984	13263.7441406	11327.0800781	6772.4414062	12277.4072266	2749.140625	11023.6826172	3760.8032227	603.6299438	12280.5976562	1751.286377	1523.7889404	10924.9404297	16428.6328125	9022.8505859	456.9533997	14181.4912109	5357.4907227	13366.0292969	14045.1494141	8533.1240234	12121.5185547	6353.2661133	20482.8144531	1664.618042	18954.0683594	17052.8066406	4173.4672852	13282.6210938	10985.7792969	7605.3701172	14322.359375	17446.6425781	6349.7294922	13620.7099609	7516.0864258	13962.6904297	13365.7480469	1282.5024414	15302.7802734	14018.8349609	15527.5048828	12820.5507812	2699.7250977	6403.5966797	2587.291748	11004.1708984	12246.3925781	8964.6699219	13659.8085938	6469.2514648	14144.2705078	4259.9819336	3908.5058594	20297.3339844	587.3242188	17283.3710938	7702.7041016	10263.1083984	5748.7475586	7011.6201172	12455.3388672	7472.5322266	14311.1591797	919.1572266	3719.8078613	16911.7167969	8664.2207031	2927.1535645	14014.6572266	1023.8446045	10319.7929688	14654.6982422	3856.9389648	10090.8984375	4435.8535156	8942.4257812	4714.6152344
E26	715.7969971	13225.0126953	15499.5019531	15580.3876953	8861.1445312	7369.9628906	5007.1430664	8461.9443359	3978.3376465	11071.6582031	12217.9521484	11066.75	813.0576172	19007.3847656	7014.3979492	11203.1074219	7507.4648438	8377.7021484	2696.5471191	7918.2905273	7258.8505859	12535.3515625	11381.5800781	9248.6171875	13629.2939453	3139.5141602	11790.6738281	4717.2045898	1199.1188965	12566.1220703	1979.1699219	2067.5727539	11617.0322266	16090.0947266	9717.9326172	817.4067993	13321.8232422	4979.5654297	12820.0585938	13828.9560547	10665.8759766	12289.7822266	8140.7290039	21134.4121094	2642.3266602	20666.0683594	16563.0761719	4737.8168945	14334.8671875	12438.5019531	9267.4296875	13518.2138672	17265.4824219	8571.7871094	12554.5966797	9112.0341797	14846.9648438	14315.3964844	3162.3464355	15016.4716797	12421.5439453	15064.8574219	13576.4667969	2692.9602051	8296.7460938	3718.1330566	10932.5019531	10922.2568359	9157.3564453	12734.1757812	8536.3837891	13470.7246094	5738.7055664	4217.8530273	18646.1152344	785.420105	16221.2880859	8293.4384766	11022.6972656	6509.2026367	8548.3710938	13469.1269531	8188.4628906	13590.4482422	1265.0916748	5087.6108398	15869.9902344	10432.2939453	3678.5656738	14654.7578125	1738.4940186	10028.4140625	13925.4326172	4454.0795898	10429.3154297	6208.6132812	10229.9726562	5198.0629883
E28	266.8796997	6160.8920898	9567.3037109	10064.1542969	5253.5463867	2241.9492188	1222.1290283	3730.2807617	876.7564087	4725.0249023	7819.3681641	3865.9458008	142.7015686	10480.6074219	2194.6506348	4407.5844727	2175.4038086	2410.3305664	544.3721924	4227.3237305	1394.4536133	8527.6904297	6601.5493164	1864.1489258	6636.4550781	2320.7189941	5246.1870117	1277.1811523	76.96035	7564.0317383	261.9854431	629.2814331	6371.7475586	10155.9736328	4966.5795898	59.6101685	8667.5820312	2198.8261719	8854.1650391	7519.074707	3902.7268066	6427.5043945	3058.8522949	9787.0566406	285.4221191	9702.0048828	8895.8925781	1849.7072754	7132.144043	4820.9467773	3667.0510254	7637.8540039	8545.9228516	1957.3575439	8228.5419922	3411.6464844	7155.4541016	6005.4682617	202.4829254	8662.1308594	9281.6328125	10408.5986328	7682.9067383	1451.3187256	2808.5571289	1185.5793457	7051.8569336	6065.7524414	6877.7890625	5991.0478516	2867.0639648	7428.1879883	1542.8704834	1547.4588623	15001.84375	142.7351532	10031.8125	4215.0336914	3736.1169434	2904.333252	3334.1484375	8865.0585938	4316.8276367	9859.3662109	176.724884	1141.9951172	11354.9755859	6054.0205078	722.1491089	9200.3154297	236.9243011	5531.8896484	10460.0859375	1612.840332	5198.3007812	1110.0666504	4446.3793945	783.4825439
E29	523.0714111	9448.7978516	13668.5302734	15430.6308594	7129.3515625	4066.1245117	2280.7834473	6095.2084961	1544.8760986	8326.8496094	8772.0439453	7540.6083984	329.9424133	15948.1152344	4520.9194336	7549.5141602	4563.9814453	5530.2270508	841.8968506	6090.3666992	2746.1081543	11135.0234375	9499.4316406	4387.1225586	9857.5263672	2846.7670898	9181.3388672	2914.9882812	224.859024	11105.2626953	690.1407471	832.7637939	8887.8349609	14387.1044922	7918.4736328	300.3728943	12631.0390625	3879.515625	11848.6650391	11974.6396484	5932.1552734	10935.8457031	5036.7045898	16967.7109375	812.5427246	18607.2324219	14629.3945312	3371.7683105	11229.7880859	9686.3554688	6701.1914062	12555.5244141	14731.5996094	4226.7392578	12084.3066406	6557.9526367	12754.3017578	10860.6484375	1448.1463623	12825.7167969	12326.2988281	13067.40625	10817.2978516	2570.6533203	4414.0527344	1784.2145996	8807.8291016	9500.6542969	8058.7675781	12572.6494141	5510.6796875	11641.4814453	3407.4196777	2196.3588867	19490.4140625	243.1369934	15874.4238281	6502.3256836	7706.6967773	4036.189209	5149.9433594	9696.328125	6563.3745117	12409.3574219	369.7379761	2644.576416	15093.1513672	7650.1430664	1385.2850342	13771.6845703	513.5179443	8825.3349609	12233.7841797	2789.1923828	7821.1069336	2709.8444824	6530.5556641	2312.8950195
E3	496.6917419	9081.1943359	6796.2119141	11476.1962891	6573.4746094	632.3225708	415.9769592	1787.5106201	189.1752167	4058.3791504	7472.8041992	1634.1999512	60.1204185	8303.0771484	568.8225708	2353.3867188	1114.9155273	842.9586792	57.6950684	4574.5668945	262.8608398	13385.7919922	5312.9628906	820.7180786	5524.862793	2411.7148438	2943.2131348	371.7283325	11.7180614	10610.0185547	34.2961159	184.9246216	6492.4130859	8443.7851562	4602.3188477	15.8728809	10282.9306641	923.2236328	12893.1884766	8141.6831055	1388.763916	4384.9589844	1049.8521729	6606.2177734	18.3567848	6762.2739258	7320.5292969	2597.8942871	4973.75	3215.697998	2793.3618164	7867.3408203	3484.4567871	1150.2125244	9086.7021484	2103.4008789	3863.703125	5345.7612305	8.2878046	7798.8847656	9776.2421875	17912.6347656	5563.8710938	824.5258789	1543.2675781	173.8755341	9741.3505859	2583.7055664	8850.7890625	3125.1223145	1111.4433594	5889.6787109	509.2678528	1022.2352905	29695.5917969	40.7716904	9153.2314453	3284.4306641	1367.026001	2091.9414062	1978.8253174	15177.5927734	2709.2216797	14855.2197266	16.7423573	276.2463074	20019.9863281	7664.7548828	193.7675476	10703.7080078	425.5059814	5502.0263672	18064.9101562	1689.4835205	3062.7282715	206.2177734	1903.8240967	464.5594482
E30	284.2781982	6229.0776367	7883.0737305	9174.8222656	4662.0976562	2490.2719727	1304.1843262	4037.7021484	1025.5939941	5170.8833008	6012.1000977	4329.5166016	144	9147.3388672	2801.220459	5023.2138672	2332.9436035	3100.3676758	526.8699341	3931.5715332	1578.5618896	7341.0595703	6573.277832	3037.3723145	6416.4975586	2129.0722656	5280.4477539	1695.5511475	82.0881042	5987.6333008	468.6601868	1068.2160645	6330.5322266	7978.7539062	5110.1933594	212.8644104	7740.0473633	2491.6149902	7987.4589844	7156.7329102	4082.2856445	6422.1318359	3335.1035156	9884.8339844	343.5527649	9735.2421875	8466.7578125	2552.8537598	7159.8671875	5045.7143555	3755.0212402	6982.2324219	8329.0996094	3001.4492188	7349.5209961	3638.142334	6594.1879883	6598.2119141	385.8926697	7231.9111328	7536.3305664	7923.9375	6930.1464844	1773.5697021	3185.6623535	1388.1760254	6214.6220703	6133.3085938	6245.9946289	6072.2978516	3154.9260254	7202.6054688	1769.5134277	1499.2706299	12647.6943359	313.6347046	9116.2705078	4072.7341309	4278.5585938	2766.689209	3479.6025391	6698.1533203	3962.9555664	8167.3623047	175.716156	1808.3448486	8273.6435547	4912.2734375	992.8464966	8238.8359375	375.5338745	5315.7182617	8582.5585938	1921.8309326	5409.1845703	1876.2711182	4637.8793945	1375.3496094
E31	370.5714417	7657.4355469	10688.5527344	11724.3037109	5910.5424805	2678.7741699	1177.0184326	5031.4467773	792.0640869	6400.3041992	7029.6879883	6034.1166992	164.9685822	12525.4384766	3168.3818359	6025.1274414	3284.3427734	2962.4133301	841.5291748	4793.7807617	2384.4331055	10174.8388672	8346.2900391	3140.6542969	8001.1230469	2133.795166	6781.3305664	1615.956665	179.4713593	8880.4023438	503.3834839	1010.3266602	6621.6328125	11137.5703125	6291.425293	195.9279633	10095.6640625	3372.5341797	11542.8291016	8855.7265625	4474.484375	7863.3999023	3370.4580078	12843.0097656	420.9798889	12049.7441406	11031.4755859	3569.3942871	9051.8447266	6318.4692383	4796.0810547	9890.1982422	10453.4140625	3693.2077637	10527.3867188	4195.1679688	8626.9082031	8052.9414062	1220.5073242	10231.1728516	11025.3427734	12193.5537109	8346.7646484	1715.0239258	3195.1315918	1491.072998	8716.15625	7193.8129883	7802.9677734	7557.7392578	3856.2119141	10154.3574219	1999.9598389	1824.076416	19369.2246094	294.6255798	12716.4365234	4723.8989258	4343.5541992	2923.4414062	4089.4890137	9603.7353516	5386.4926758	11396.4960938	241.2532806	1498.0493164	14712.5019531	6409.7919922	1070.7719727	11158.4472656	320.3904419	6877.0571289	11363.9189453	1907.6807861	5595.5629883	1196.8444824	4105.5742188	1331.0699463
E33	563.0563965	8514.8964844	7993.9399414	14832.0322266	6323.0976562	669.5437622	837.2672729	1992.5830078	372.0769348	3879.4375	7820.9199219	2537.645752	53.0471191	10559.7304688	903.4623413	1930.5062256	1300.8919678	892.7396851	130.9237671	3710.6523438	760.2164917	13581.2734375	7012.3393555	672.0797729	8027.2368164	1887.7590332	5222.9389648	440.8740234	16.3480167	8416.6923828	142.9368896	298.3668213	6079.1699219	10096.6074219	6334.5073242	35.5847473	13710.6123047	1694.7888184	12337.7060547	6104.2670898	2178.9689941	5699.9228516	1598.5024414	7103.7441406	71.3366852	9683.3017578	12388.421875	2821.9633789	8872.0302734	3459.5183105	2956.4467773	9820.2363281	9096.4873047	1001.4830933	12653.0751953	1161.4827881	6386.0175781	6736.3154297	205.4439087	7687.1098633	13350.9033203	16865.8222656	6084.5644531	1049.067749	1697.0350342	376.9141541	8587.4511719	4085.5419922	7450.0595703	5056.4682617	2147.394043	8747.1240234	510.3080444	624.0352783	27890.4824219	58.3424644	10529.1484375	3219.1049805	1887.8225098	1706.2838135	1917.7423096	11571.9580078	4455.1083984	15068.5390625	34.6855888	271.8078918	23443.2382812	5971.6245117	233.8859711	9250.0917969	47.7410355	5995.4931641	17945.7070312	1049.7606201	3339.8786621	356.6177673	2429.6760254	182.8181763
E34	776.8759155	9627.7890625	14518.0693359	17586.7714844	7520.5	1986.8294678	1243.866333	4321.0083008	745.3162231	6303.8959961	11133.4482422	4385.7915039	144.3298492	14559.0458984	2619.3117676	5816.15625	2606.9858398	2829.7851562	307.515686	5386.1811523	1273.4329834	12327.8632812	9300.8027344	1813.2127686	7803.4121094	3317.5422363	6609.9609375	1032.7362061	37.3788528	11598.8457031	356.6796265	135.8291473	8047.3349609	13602.3193359	7952.4926758	117.0932236	11851.0693359	2770.5466309	14829.0117188	10250.5341797	2983.1054688	7844.2543945	3236.3251953	11536.8105469	273.5879517	13049.3564453	12741.3544922	3189.7641602	9121.4921875	5879.3671875	3997.2297363	10420.6025391	11151.6679688	2340.9758301	12407.5	3451.9956055	9407.7724609	8534.2744141	162.8878021	10583.6435547	15110.7783203	14590.7587891	10993.6884766	2059.7290039	2971.7324219	1287.0085449	10725.9306641	9277.9208984	9811.1132812	8054.1064453	3810.8029785	10952.2841797	1837.9329834	1649.0646973	26496.7832031	473.8356018	16198.1533203	5512.8764648	4406.5932617	3637.7072754	4485.0351562	12282.2861328	6686.6699219	14809.2714844	242.9868927	1385.5517578	16122.5849609	9029.4492188	953.0219116	15483.9267578	264.0358582	9400.8154297	17375.0234375	2642.1220703	8409.359375	1701.8355713	6148.8149414	893.8321533
E35	753.7556152	8148.8706055	9482.8896484	14328.0791016	6222.4365234	1119.9124756	356.1336365	1693.7531738	109.2735062	2641.1499023	7617.3720703	1299.6291504	34.5863876	8828.4384766	908.4731445	2405.6872559	837.0938721	914.6776733	50.869957	5002.3144531	400.1752625	11391.2617188	6128.9692383	381.3670349	3955.6967773	3063.9519043	3017.8085938	481.9960632	2.3392069	10556.6650391	56.9611664	211.2562866	5973.3120117	9261.2509766	3710.3044434	22.9279652	10787.6767578	1149.2546387	15237.1230469	5232.2607422	2198.807373	4968.6411133	1376.6551514	8020.5307617	45.5175896	8455.2421875	8349.2871094	2546.215332	5170.0039062	3155.1306152	2487.876709	7743.1196289	5552.8447266	516.0966187	9539.9248047	916.1422119	4770.4584961	3772.9504395	21.4146347	7433.4189453	11090.5527344	17113.0585938	6108.1733398	1166.1513672	1553.3596191	443.2703857	6820.28125	3313.8598633	7699.3188477	3691.7924805	1641.5812988	6568.7983398	400.5401917	825.5411987	25171.2167969	47.5479469	10186.1484375	2893.4306641	1241.0389404	2491.7387695	1884.9127197	17051.8886719	4991.8027344	14116.5087891	37.2663765	460.7290649	15790.1464844	8419.5507812	750.2236938	11460.7763672	111.7649384	8354.5947266	18836.7519531	1486.6901855	5698.1357422	287.4488831	3565.7407227	252.2937012
E36	260.4511414	5504.6206055	6665.4379883	6795.6821289	3814.7331543	2639.2165527	1525.2995605	3652.263916	1120.2349854	4604.8457031	5274.0561523	3849.6916504	270.3822021	8091.5	2375.0483398	4142.5390625	2903.5634766	3121.6818848	822.2331543	3619.0905762	2379.8400879	5660.1489258	5466.4072266	2959.5107422	5658.4975586	2225.9157715	4686.7998047	1741.3345947	265.061676	5531.5791016	551.0534058	594.5376587	4950.9726562	6791.4921875	4362.0385742	220.2627106	5667.4008789	1962.2733154	6351.8647461	6203.012207	3891.5217285	5221.9726562	3309.5073242	9009.2558594	782.4924927	8951.7255859	7298.4438477	2101.142334	6035.3671875	4874.1347656	3788.3149414	5242.5131836	6852.2543945	2970.9660645	5347.2519531	3324.1638184	5256.4892578	5812.5673828	977.7805176	6817.8583984	5521.4555664	6323.3168945	5342.5244141	1843.9641113	2986.9472656	1354.1201172	4859.0229492	4836.1166992	5037.4272461	6149.2128906	3743.1970215	5663.1098633	2180.1115723	1836.0411377	8567.2109375	257.5159912	7142.8037109	3839.1386719	4107.4287109	2818.5539551	2999.6943359	5601.1323242	3301.7192383	6356.1508789	356.283844	1818.8276367	6398.1318359	4612.4121094	1131.0043945	6699.6894531	643.5697021	4707.2641602	6237.6352539	1924.9107666	4472.2084961	2074.9067383	3797.2407227	1973.237793
E37	760.6954956	13398.3837891	18655.4746094	18562.78125	11876.6777344	5136.612793	2115.2487793	7906.2338867	1703.055542	10949.5292969	16269.1884766	8042.9458008	447.7068176	17695.9082031	3461.5322266	6337.5141602	5591.7558594	4790.7109375	655.5919189	7653.9711914	2271.8918457	15320.3691406	13960.3330078	6540.925293	14332.4267578	5740.5942383	9423.2998047	3051.4882812	110.2466965	14737.5703125	373.7912598	3406.7536621	13973.6513672	17482.9003906	10161.6767578	1129.6652832	17298.5351562	6040.1616211	20807.1523438	13242.1796875	5654.2792969	11644.0546875	6081.2661133	18513.515625	455.311554	19579.3203125	17429.2734375	7801.5244141	13495.7314453	9854.9023438	8564.7578125	14010.9775391	16139.0517578	7740.8310547	16100.8525391	5733.3144531	15492.8554688	12202.2617188	318.7561035	15620.1572266	17643.5078125	18538.1347656	16510.90625	3393.769043	6294.5483398	4027.4291992	14927.5205078	11055.8876953	15665.1835938	8685.8564453	8011.4433594	15410.2294922	2779.1518555	5186.1411133	29274.3613281	740.8173218	19402.3671875	7071.8579102	7672.8701172	6332.5722656	7247.40625	18290.5136719	10151.5419922	15913	236.0349274	3303.9655762	20960.234375	12348.2285156	1727.1271973	15618.1875	686.338623	10893.2158203	22294.9589844	3963.4694824	12008.1699219	2113.8310547	10381.9628906	2718.5244141
E39	2207.0864258	17648.3574219	20179.796875	19699.90625	12705.5214844	13739.203125	17660.28125	13217.4296875	14089.0771484	17647.9492188	17132.4238281	19603.5585938	4000.2512207	37546.1171875	13691.1884766	11627.0078125	13246.8496094	19281.9550781	10759.6992188	13124.0429688	25848.9433594	19414.5292969	18018.3710938	19446.7929688	22667.6308594	4161.3374023	20189.9648438	11548.8818359	4976.7490234	19468.9042969	4228.3300781	7540.9799805	17624.8027344	3202.2407227	14739.7773438	5093.3515625	17284.5644531	14262.1679688	17224.6113281	17803.9882812	17868.4355469	17944.8183594	14787.9511719	40333.5742188	16890.8046875	39106.9140625	25233.5058594	11521.7802734	20423.0683594	21340.7558594	16734.9785156	19019.9101562	25170.2675781	19473.6464844	15975.8359375	16160.125	19039.8691406	23170.5488281	8121.7368164	22183.8691406	16676.1132812	19248.15625	19619.2675781	4443.3027344	13216.2978516	9877.4638672	13487.4052734	15439.8369141	12824.5888672	18163.6757812	16172.6005859	19736.4355469	16137.0400391	10797.5351562	24251.6328125	2694.050293	23285.3886719	11633.3037109	21294.4667969	10461.6845703	13284.5332031	17178.328125	11217.6650391	17263.8574219	7980.7207031	10458.6162109	20947.609375	14537.1669922	14714.1054688	19757.6621094	6477.175293	13390.5546875	18055.6582031	8782.6669922	11884.2519531	11529.3242188	13510.4726562	9390.8876953
E40	1084.5601807	21278.671875	25696.2714844	31538.5507812	14269.1357422	5032.9492188	2567.4331055	9207.8339844	2020.7392578	11801.2333984	22387.0683594	9656.4287109	392.4083862	26922.1308594	5112.6503906	11184.2636719	9329.90625	6610.0869141	1525.9552002	11005.5908203	3794.2680664	24199.203125	16575.5488281	5151.9150391	17474.5410156	3614.8955078	13915.0214844	2720.1928711	112.2775345	20544.3300781	188.4417419	2515.331543	16302.9951172	28981.9003906	11394.5507812	530.9279785	24940.2851562	6342.1181641	28756.09375	18480.9433594	6117.2299805	15903.6777344	7077.4580078	24914.4082031	380.5125732	21976.3417969	26541.8652344	7522.6992188	15340.6630859	10533.4853516	12207.4980469	24422.6289062	21995.9003906	7153.0917969	23246.3613281	6284.8579102	24952.7382812	16838.5351562	971.7756348	21995.09375	25613.9394531	32948.6367188	20378.1425781	2885.2548828	7411.3334961	2803.3005371	18347.3730469	15116.3134766	16184.1621094	11471.4570312	7682.6699219	24237.0449219	3734.3303223	4150.2177734	45372.7617188	486.3059387	29261.59375	8809.7119141	9937.0820312	6182.8466797	11601.8251953	28671.65625	11677.2705078	24700.6425781	309.1921387	4035.4777832	27711.9765625	18718.1152344	1942.2587891	22701.7304688	928.0637207	15271.8242188	31731.9238281	4029.920166	19475.7421875	3762.1645508	18652.7128906	2985.6713867
E41	2619.090332	26611.5996094	27960.4277344	49583.7460938	9504.2285156	1975.8110352	839.746521	6210.09375	489.8888855	7302.3583984	22663.2597656	3818.5625	48.6230354	28814.0078125	1305.0914307	4969.6708984	4392.8452148	1202.8677979	312.7219849	10284.8476562	473.5103149	29424.0351562	7879.5185547	259.9521179	6525.8388672	4837.9716797	6580.4912109	646.3858032	11.9251099	17514.9550781	42.9320374	340.8190918	8834.1240234	26844.6171875	10756.8066406	29.4152546	23060.9042969	2183.7949219	36212.359375	15803.484375	1671.1055908	10260.6455078	2115.5319824	14215.9765625	57.8341713	17748.8769531	22169.4296875	6943.5571289	6884.9243164	3724.9592285	4813.9448242	21894.2929688	13250.7109375	1941.0821533	22988.828125	2302.017334	21743.7421875	11761.03125	14.219512	20525.8320312	41594.8671875	50874.5429688	11964.515625	1787.0239258	2090.907959	801.0515137	13916.1015625	19106.6777344	14385.4375	5935.0532227	3189.6403809	18252.7714844	957.4910889	1724.0352783	71150.4765625	63.2785378	23809.96875	6036.7714844	2342.0043945	2297.4414062	4486.7773438	42096.1367188	7995.4482422	34001.34375	1354.8776855	742.9655151	29291.6289062	18948.3964844	657.9956055	29218.265625	151.7450256	11778.4277344	59829.5546875	3219.4318848	19944.8730469	1126.1644287	14448.5742188	471.2167969
E46	922.2142944	18069.9824219	24967.0683594	46856.0507812	12672.9619141	2872.4609375	1104.5438232	7651.2211914	742.444458	12887.9082031	26126.6289062	4132.5874023	118.5863876	29402.3007812	1267.3978271	7589.0039062	5100.9858398	2878.6652832	3946.0537109	12562.5996094	561.6391602	28551.7148438	13280.8583984	1347.1489258	11534.5019531	9361.1923828	4607.5043945	1705.7991943	12.4096918	28644.6796875	57.199028	687.2160645	13795.5273438	38988.7421875	9978.6953125	59.2372894	29123.6503906	5140.8569336	33604.2578125	20630.6464844	3275.4968262	18358.3085938	2976.8769531	26107.1523438	73.0502548	25603.8808594	23840.8203125	8364.9228516	11158.4697266	9653.6855469	8202.8896484	27538.3261719	18929.2109375	5175.0336914	28349.7050781	4382.9394531	18594.7851562	12922.1171875	224.0682983	22407.9257812	33686.765625	48379.2617188	19441.7285156	3399.4421387	3865.0571289	1676.8712158	18663.1386719	15682.2666016	20634.7128906	13540.8193359	3647.6306152	27675.8476562	5634.1787109	4225.0410156	67944.2578125	161.0319672	31063.9511719	9622.8798828	5152.6884766	8282.3066406	7339.144043	48421.5703125	13293.9804688	39994.3398438	86.7205276	1253.2069092	39848.3789062	18944.6171875	867.9035034	28646.4238281	324.2987976	21379.6699219	47177.8359375	3915.5727539	14841.421875	1326.6800537	9403.4541016	1437.2796631
E47	736.5864868	22713.2675781	27705.8339844	33890.6484375	15293.3984375	7518.9814453	2872.2028809	10525.1621094	2967.0812988	14811.3291016	24313.0351562	10672.1621094	775.1727905	28983.7304688	4712.7202148	11984.1279297	11455.7041016	7024.9545898	2028.7354736	12734.4423828	4531.7421875	22845.3867188	18485.5	4876.6650391	18408.1855469	8845.3417969	15088.6787109	3651.8701172	179.8942719	22972.9765625	269.8252563	1889.1557617	17490.0234375	29247.5234375	13428.8505859	291.5678101	24030.9707031	6213.4345703	29937.5351562	22438.0625	7904.4536133	19602.7949219	9703.1328125	27166.3789062	555.8341675	25936.7128906	24034.8476562	7437.309082	17166.2226562	12290.359375	13387.4082031	22900.8164062	22154.6640625	6821.0581055	24232.1308594	7648.1206055	22263.1269531	18450.4375	151.8585358	22492.3457031	25369.9921875	31374.9472656	22608.8125	4843.4423828	8301.5527344	3240.7209473	19460.4882812	20757.5976562	21272.2695312	15132.8564453	8974.0742188	21603.6328125	4772.6875	5685.4707031	40922.0546875	296.9451904	27606.140625	11467.9589844	10416.8789062	9567.4638672	12268.9257812	32185.1914062	15448.1777344	28601.6855469	444.8034973	5653.0048828	26672.2734375	20255.6035156	2280.1623535	25817.1875	1019.6972046	17614.8457031	30673.8691406	5248.2348633	18567.7617188	3681.595459	15468.0742188	4566.734375
E50	770.9586182	26443.0898438	24141.6777344	29458.4257812	18242.1601562	2969.9538574	1666.9907227	8567.6259766	1377.8974609	12608.2705078	20998.3203125	7353.8291016	269.670166	28238.1777344	3257.940918	8383.1318359	5840.2768555	3452.3139648	539.892395	11484.328125	1766.3814697	30833.7324219	23637.4941406	2161.4042969	19621.6015625	5660.2568359	13977.1259766	2190.8503418	49.4185028	23190.1171875	183.3009644	1140.5025635	18801.5917969	33297.4570312	11474.8212891	119.6101685	27497.6757812	4684.7143555	30108.8125	18250.9628906	5033.0869141	15721.5136719	4440.0639648	22121.5917969	227.3718567	22090.6894531	26345.2246094	7174.6953125	14472.4882812	8098.9633789	10642.7021484	21694.4277344	18920.3105469	4443.1689453	29220.84375	4324.5947266	18130.0957031	15681.4550781	40.7414627	21890.7949219	27652.4921875	44856.5390625	17760.5019531	3136.5100098	5046.4780273	2506.7724609	23987.203125	12222.8134766	22077.1289062	11347.2236328	6480.5024414	23030.1015625	2419.0847168	3354.317627	62194.4609375	241.8264771	29294.4882812	8278.3222656	7167.3505859	5789.5722656	9018.1269531	36415.7890625	13569.8525391	34281.7226562	129.2008667	1631.7487793	43176.5625	19047.0078125	1887.0131836	27060.4921875	535.1912231	14816.6962891	36409.6132812	2676.4038086	13090.3300781	564.2355347	12194.0371094	1455.1817627
E51	1284.90979	22155.3613281	23953.8671875	30269.3046875	13184.4960938	3520.8986816	1831.3410645	8309.9101562	1207.3461914	12285.9208984	20281.3515625	9333.5712891	244.3036652	26386.8925781	3278.0375977	9189.6171875	7871.0092773	3328.1403809	807.4394531	10969.7763672	2463.5412598	23424.75	15304.4140625	5916.8085938	14797.2177734	7378.2890625	11407.2734375	2887.1220703	56.9515419	23213.828125	233.8543701	141.2210999	14289.9082031	28362.4140625	11287.4931641	158.8855896	21187.6035156	5423.6210938	24282.7109375	17947.5214844	5158.9130859	14958.3320312	5139.8916016	24729.7011719	346.7537537	23864.8457031	22756.421875	7880.0449219	15449.2158203	10551.6816406	10156.4726562	21629.4726562	19096.7539062	6244.2802734	23121.5878906	6737.3964844	16804	17036.5625	1077.1950684	20933.3398438	24734.6738281	33198.5117188	18190.5195312	4108.4101562	5700.1928711	3257.1674805	18381.8027344	18505.8554688	18634.0488281	13294.6542969	7814.7485352	22330.96875	2825.8884277	4580.8823242	43007.5976562	631.9269409	25072.15625	9297.9882812	7175.5712891	7430.090332	8620.5986328	30263.2070312	12234.5810547	27467.578125	773.3536987	3712.364502	27283.7265625	21253.1386719	2719.5439453	27749.8398438	997.9003906	19240.5644531	30532.8515625	5747.3754883	18753.4414062	2494.5822754	11704.8984375	3562.510498
