coverage	n
9418	0
9419	0
9420	0
9421	0
9422	0
9423	0
9424	0
9425	0
9426	0
9427	0
9428	0
9429	0
9430	0
9431	0
9432	0
9433	0
9434	0
9435	0
9436	0
9437	0
9438	1
9439	0
9440	0
9441	0
9442	0
9443	0
9444	0
9445	1
9446	0
9447	0
9448	0
9449	0
9450	0
9451	0
9452	0
9453	0
9454	0
9455	0
9456	0
9457	0
9458	0
9459	0
9460	0
9461	0
9462	0
9463	0
9464	0
9465	0
9466	0
9467	0
9468	0
9469	0
9470	0
9471	1
9472	0
9473	0
9474	0
9475	0
9476	0
9477	0
9478	0
9479	0
9480	2
9481	0
9482	0
9483	0
9484	0
9485	0
9486	1
9487	0
9488	0
9489	0
9490	0
9491	0
9492	0
9493	0
9494	0
9495	0
9496	0
9497	0
9498	0
9499	0
9500	0
9501	0
9502	0
9503	0
9504	0
9505	0
9506	0
9507	0
9508	0
9509	0
9510	0
9511	0
9512	0
9513	0
9514	0
9515	0
9516	0
9517	2
9518	1
9519	1
9520	0
9521	1
9522	5
9523	2
9524	0
9525	1
9526	0
9527	0
9528	2
9529	1
9530	1
9531	1
9532	1
9533	2
9534	4
9535	3
9536	1
9537	0
9538	1
9539	1
9540	1
9541	0
9542	0
9543	2
9544	1
9545	0
9546	1
9547	1
9548	2
9549	0
9550	1
9551	2
9552	1
9553	1
9554	2
9555	1
9556	1
9557	5
9558	2
9559	2
9560	0
9561	0
9562	2
9563	1
9564	0
9565	1
9566	2
9567	1
9568	1
9569	2
9570	0
9571	1
9572	3
9573	2
9574	0
9575	1
9576	1
9577	2
9578	1
9579	0
9580	1
9581	0
9582	1
9583	0
9584	0
9585	1
9586	2
9587	0
9588	1
9589	2
9590	0
9591	0
9592	1
9593	1
9594	1
9595	2
9596	1
9597	2
9598	0
9599	0
9600	0
9601	0
9602	0
9603	0
9604	2
9605	1
9606	0
9607	1
9608	1
9609	0
9610	0
9611	0
9612	0
9613	0
9614	0
9615	0
9616	0
9617	0
9618	0
9619	0
9620	0
9621	0
9622	0
9623	0
9624	0
9625	0
9626	0
9627	0
9628	0
9629	0
9630	0
9631	1
9632	0
9633	1
9634	0
9635	1
9636	0
9637	0
9638	0
9639	0
9640	0
9641	1
9642	1
9643	2
9644	0
9645	0
9646	0
9647	0
9648	0
9649	0
9650	1
9651	0
9652	1
9653	0
9654	0
9655	0
9656	1
9657	1
9658	0
9659	0
9660	0
9661	0
9662	0
9663	0
9664	0
9665	0
9666	0
9667	0
9668	1
9669	0
9670	0
9671	0
9672	0
9673	0
9674	1
9675	0
9676	0
9677	1
9678	0
9679	0
9680	0
9681	0
9682	0
9683	0
9684	0
9685	0
9686	0
9687	1
9688	0
9689	0
9690	0
9691	0
9692	1
9693	0
9694	1
9695	0
9696	0
9697	1
9698	0
9699	1
9700	0
9701	0
9702	0
9703	1
9704	0
9705	0
9706	0
9707	0
9708	1
9709	0
9710	0
9711	2
9712	1
9713	1
9714	0
9715	0
9716	0
9717	0
9718	0
9719	0
9720	0
9721	0
9722	0
9723	0
9724	0
9725	1
9726	0
9727	0
9728	0
9729	0
9730	0
9731	0
9732	0
9733	1
9734	0
9735	0
9736	0
9737	1
9738	0
9739	0
9740	0
9741	0
9742	0
9743	1
9744	0
9745	0
9746	0
9747	1
9748	0
9749	0
9750	0
9751	0
9752	0
9753	0
9754	0
9755	0
9756	1
9757	0
9758	0
9759	0
9760	0
9761	0
9762	0
9763	1
9764	0
9765	1
9766	0
9767	1
9768	0
9769	1
9770	1
9771	1
9772	0
9773	0
9774	2
9775	0
9776	0
9777	1
9778	1
9779	0
9780	1
9781	3
9782	2
9783	0
9784	0
9785	1
9786	0
9787	0
9788	1
9789	0
9790	0
9791	1
9792	1
9793	2
9794	1
9795	0
9796	0
9797	0
9798	1
9799	3
9800	2
9801	4
9802	7
9803	4
9804	10
9805	10
9806	9
9807	2
9808	0
9809	0
9810	0
9811	0
9812	1
9813	1
9814	0
9815	0
9816	0
9817	1
9818	1
9819	1
9820	0
9821	1
9822	1
9823	0
9824	1
9825	0
9826	0
9827	0
9828	0
9829	0
9830	0
9831	0
9832	0
9833	0
9834	0
9835	2
9836	0
9837	0
9838	0
9839	1
9840	0
9841	0
9842	0
9843	0
9844	0
9845	1
9846	2
9847	1
9848	1
9849	1
9850	2
9851	1
9852	4
9853	6
9854	2
9855	1
9856	0
9857	0
9858	1
9859	1
9860	1
9861	1
9862	2
9863	2
9864	1
9865	2
9866	1
9867	0
9868	2
9869	0
9870	4
9871	6
9872	2
9873	8
9874	4
9875	4
9876	4
9877	5
9878	1
9879	2
9880	0
9881	0
9882	0
9883	0
9884	0
9885	0
9886	0
9887	0
9888	0
9889	1
9890	0
9891	0
9892	1
9893	0
9894	0
9895	0
9896	0
9897	0
9898	0
9899	0
9900	0
9901	1
9902	0
9903	2
9904	0
9905	0
9906	0
9907	0
9908	0
9909	0
9910	0
9911	0
9912	0
9913	0
9914	1
9915	2
9916	0
9917	3
9918	0
9919	0
9920	1
9921	0
9922	1
9923	0
9924	0
9925	0
9926	0
9927	0
9928	0
9929	0
9930	0
9931	0
9932	0
9933	0
9934	0
9935	0
9936	0
9937	0
9938	0
9939	0
9940	0
9941	0
9942	0
9943	0
9944	0
9945	0
9946	0
9947	0
9948	0
9949	0
9950	0
9951	0
9952	0
9953	0
9954	0
9955	0
9956	0
9957	0
9958	0
9959	0
9960	0
9961	0
9962	0
9963	1
9964	0
9965	0
9966	0
9967	1
9968	0
9969	0
9970	0
9971	0
9972	0
9973	0
9974	0
9975	0
9976	0
9977	1
9978	0
9979	0
9980	0
9981	0
9982	0
9983	0
9984	1
9985	1
9986	0
9987	1
9988	1
9989	0
9990	0
9991	0
9992	0
9993	0
9994	0
9995	0
9996	0
9997	0
9998	0
9999	0
10000	0
10001	0
10002	0
10003	0
10004	0
10005	0
10006	0
10007	0
10008	0
10009	1
10010	0
10011	0
10012	0
10013	0
10014	0
10015	1
10016	0
10017	0
10018	0
10019	0
10020	0
10021	1
10022	1
10023	0
10024	1
10025	0
10026	0
10027	0
10028	0
10029	1
10030	0
10031	0
10032	0
10033	0
10034	0
10035	0
10036	0
10037	0
10038	0
10039	1
10040	0
10041	0
10042	0
10043	1
10044	0
10045	0
10046	0
10047	0
10048	0
10049	0
10050	1
10051	1
10052	0
10053	0
10054	0
10055	0
10056	0
10057	0
10058	2
10059	0
10060	0
10061	0
10062	0
10063	0
10064	1
10065	0
10066	1
10067	0
10068	0
10069	0
10070	0
10071	0
10072	0
10073	0
10074	1
10075	1
10076	0
10077	0
10078	0
10079	0
10080	0
10081	0
10082	0
10083	0
10084	0
10085	0
10086	1
10087	1
10088	0
10089	0
10090	0
10091	1
10092	0
10093	0
10094	0
10095	1
10096	1
10097	0
10098	0
10099	0
10100	0
10101	3
10102	0
10103	0
10104	0
10105	0
10106	0
10107	0
10108	0
10109	1
10110	0
10111	0
10112	0
10113	2
10114	1
10115	0
10116	0
10117	0
10118	1
10119	0
10120	0
10121	0
10122	1
10123	0
10124	2
10125	0
10126	1
10127	0
10128	1
10129	0
10130	0
10131	0
10132	0
10133	0
10134	0
10135	0
10136	0
10137	1
10138	0
10139	1
10140	1
10141	2
10142	2
10143	0
10144	0
10145	1
10146	0
10147	1
10148	0
10149	2
10150	0
10151	1
10152	1
10153	4
10154	1
10155	2
10156	0
10157	1
10158	2
10159	3
10160	1
10161	1
10162	1
10163	1
10164	0
10165	1
10166	1
10167	0
10168	2
10169	1
10170	4
10171	0
10172	1
10173	2
10174	0
10175	7
10176	8
10177	8
10178	9
10179	9
10180	5
10181	5
10182	1
10183	3
10184	1
10185	1
10186	7
10187	3
10188	0
10189	0
10190	0
10191	1
10192	0
10193	2
10194	0
10195	3
10196	2
10197	4
10198	2
10199	3
10200	8
10201	3
10202	8
10203	6
10204	7
10205	8
10206	7
10207	4
10208	4
10209	4
10210	4
10211	5
10212	7
10213	4
10214	8
10215	16
10216	5
10217	11
10218	5
10219	4
10220	1
10221	3
10222	0
10223	0
10224	0
10225	2
10226	0
10227	0
10228	1
10229	4
10230	0
10231	1
10232	3
10233	0
10234	2
10235	0
10236	5
10237	1
10238	3
10239	2
10240	1
10241	0
10242	1
10243	3
10244	4
10245	4
10246	1
10247	3
10248	1
10249	2
10250	3
10251	4
10252	4
10253	5
10254	3
10255	7
10256	4
10257	3
10258	1
10259	1
10260	0
10261	0
10262	0
10263	1
10264	0
10265	0
10266	1
10267	0
10268	3
10269	5
10270	0
10271	3
10272	1
10273	3
10274	1
10275	4
10276	4
10277	6
10278	3
10279	5
10280	0
10281	1
10282	0
10283	0
10284	0
10285	0
10286	0
10287	0
10288	0
10289	0
10290	0
10291	0
10292	0
10293	0
10294	0
10295	0
10296	0
10297	1
10298	0
10299	1
10300	3
10301	4
10302	3
10303	2
10304	0
10305	0
10306	0
10307	0
10308	0
10309	0
10310	1
10311	0
10312	0
10313	0
10314	0
10315	1
10316	1
10317	1
10318	0
10319	0
10320	0
10321	0
10322	0
10323	0
10324	0
10325	0
10326	0
10327	1
10328	0
10329	0
10330	0
10331	0
10332	0
10333	0
10334	0
10335	0
10336	0
10337	0
10338	0
10339	1
10340	0
10341	0
10342	1
10343	0
10344	0
10345	1
10346	0
10347	2
10348	0
10349	0
10350	0
10351	0
10352	0
10353	0
10354	0
10355	0
10356	0
10357	1
10358	0
10359	0
10360	1
10361	0
10362	0
10363	0
10364	1
10365	0
10366	1
10367	0
10368	1
10369	0
10370	0
10371	0
10372	0
10373	0
10374	0
10375	0
10376	0
10377	0
10378	1
10379	0
10380	0
10381	0
10382	0
10383	0
10384	0
10385	0
10386	0
10387	0
10388	0
10389	1
10390	0
10391	0
10392	0
10393	0
10394	0
10395	1
10396	0
10397	0
10398	0
10399	0
10400	0
10401	0
10402	1
10403	0
10404	0
10405	0
10406	0
10407	0
10408	1
10409	1
10410	0
10411	0
10412	0
10413	0
10414	1
10415	1
10416	1
10417	0
10418	0
10419	1
10420	1
10421	0
10422	0
10423	0
10424	1
10425	0
10426	0
10427	0
10428	0
10429	0
10430	0
10431	3
10432	0
10433	1
10434	0
10435	0
10436	0
10437	1
10438	0
10439	0
10440	1
10441	2
10442	1
10443	0
10444	1
10445	0
10446	2
10447	0
10448	2
10449	0
10450	0
10451	0
10452	0
10453	1
10454	0
10455	0
10456	0
10457	2
10458	0
10459	1
10460	0
10461	1
10462	2
10463	2
10464	3
10465	7
10466	7
10467	5
10468	5
10469	3
10470	3
10471	1
10472	1
10473	0
10474	0
10475	1
10476	0
10477	0
10478	0
10479	1
10480	0
10481	0
10482	0
10483	0
10484	0
10485	1
10486	0
10487	0
10488	0
10489	0
10490	0
10491	0
10492	0
10493	0
10494	0
10495	0
10496	0
10497	0
10498	0
10499	0
10500	0
10501	0
10502	0
10503	0
10504	0
10505	0
10506	0
10507	0
10508	0
10509	0
10510	1
10511	0
10512	0
10513	0
10514	0
10515	0
10516	0
10517	0
10518	0
10519	0
10520	0
10521	0
10522	0
10523	1
10524	0
10525	0
10526	1
10527	1
10528	2
10529	0
10530	1
10531	1
10532	1
10533	2
10534	1
10535	0
10536	1
10537	1
10538	1
10539	0
10540	0
10541	2
10542	1
10543	0
10544	0
10545	0
10546	2
10547	2
10548	2
10549	2
10550	2
10551	4
10552	4
10553	6
10554	3
10555	5
10556	1
10557	5
10558	2
10559	0
10560	1
10561	0
10562	0
10563	0
10564	0
10565	0
10566	0
10567	0
10568	0
10569	0
10570	0
10571	1
10572	0
10573	0
10574	0
10575	0
10576	0
10577	0
10578	1
10579	0
10580	1
10581	0
10582	1
10583	0
10584	0
10585	1
10586	0
10587	1
10588	0
10589	0
10590	0
10591	1
10592	2
10593	3
10594	1
10595	0
10596	0
10597	0
10598	0
10599	0
10600	0
10601	0
10602	0
10603	0
10604	0
10605	1
10606	0
10607	0
10608	0
10609	0
10610	0
10611	0
10612	0
10613	0
10614	0
10615	0
10616	0
10617	0
10618	0
10619	0
10620	0
10621	0
10622	1
10623	0
10624	0
10625	0
10626	1
10627	0
10628	1
10629	0
10630	0
10631	0
10632	0
10633	0
10634	0
10635	0
10636	2
10637	0
10638	0
10639	0
10640	0
10641	0
10642	0
10643	0
10644	0
10645	0
10646	0
10647	0
10648	0
10649	1
10650	0
10651	0
10652	0
10653	0
10654	0
10655	0
10656	1
10657	1
10658	0
10659	0
10660	0
10661	0
10662	1
10663	2
10664	0
10665	1
10666	0
10667	1
10668	0
10669	0
10670	0
10671	0
10672	0
10673	1
10674	2
10675	0
10676	0
10677	0
10678	3
10679	0
10680	0
10681	2
10682	0
10683	1
10684	0
10685	1
10686	0
10687	2
10688	5
10689	1
10690	3
10691	4
10692	1
10693	2
10694	3
10695	4
10696	0
10697	2
10698	3
10699	2
10700	4
10701	3
10702	5
10703	1
10704	1
10705	0
10706	0
10707	1
10708	2
10709	3
10710	2
10711	1
10712	3
10713	4
10714	5
10715	3
10716	2
10717	6
10718	2
10719	1
10720	0
10721	0
10722	0
10723	1
10724	2
10725	1
10726	2
10727	5
10728	3
10729	2
10730	3
10731	1
10732	1
10733	2
10734	1
10735	2
10736	4
10737	2
10738	0
10739	0
10740	0
10741	1
10742	0
10743	1
10744	0
10745	0
10746	1
10747	0
10748	0
10749	0
10750	0
10751	1
10752	0
10753	0
10754	0
10755	0
10756	0
10757	0
10758	0
10759	0
10760	0
10761	0
10762	0
10763	0
10764	0
10765	0
10766	0
10767	0
10768	0
10769	0
10770	0
10771	0
10772	0
10773	0
10774	0
10775	1
10776	0
10777	0
10778	0
10779	0
10780	0
10781	0
10782	0
10783	0
10784	0
10785	0
10786	0
10787	0
10788	0
10789	0
10790	0
10791	3
10792	0
10793	1
10794	0
10795	0
10796	4
10797	6
10798	10
10799	6
10800	7
10801	4
10802	4
10803	1
10804	2
10805	2
10806	0
10807	0
10808	1
10809	0
10810	2
10811	3
10812	0
10813	0
10814	0
10815	0
10816	0
10817	1
10818	0
10819	0
10820	2
10821	0
10822	2
10823	1
10824	1
10825	2
10826	5
10827	4
10828	1
10829	0
10830	3
10831	0
10832	1
10833	1
10834	0
10835	2
10836	1
10837	2
10838	2
10839	0
10840	1
10841	3
10842	3
10843	7
10844	4
10845	0
10846	1
10847	0
10848	1
10849	4
10850	0
10851	0
10852	0
10853	1
10854	0
10855	2
10856	4
10857	2
10858	2
10859	3
10860	5
10861	4
10862	2
10863	1
10864	1
10865	2
10866	0
10867	1
10868	2
10869	3
10870	4
10871	4
10872	2
10873	0
10874	2
10875	0
10876	1
10877	4
10878	1
10879	2
10880	4
10881	1
10882	3
10883	3
10884	2
10885	5
10886	6
10887	2
10888	7
10889	0
10890	1
10891	0
10892	4
10893	0
10894	0
10895	1
10896	1
10897	2
10898	0
10899	1
10900	0
10901	0
10902	0
10903	0
10904	1
10905	0
10906	1
10907	0
10908	1
10909	1
10910	2
10911	1
10912	4
10913	0
10914	1
10915	0
10916	1
10917	0
10918	1
10919	4
10920	1
10921	0
10922	2
10923	3
10924	7
10925	4
10926	1
10927	1
10928	5
10929	4
10930	4
10931	8
10932	3
10933	5
10934	2
10935	5
10936	5
10937	6
10938	6
10939	5
10940	2
10941	5
10942	2
10943	2
10944	2
10945	3
10946	1
10947	1
10948	3
10949	4
10950	3
10951	2
10952	1
10953	3
10954	4
10955	5
10956	7
10957	6
10958	0
10959	0
10960	0
10961	0
10962	1
10963	0
10964	0
10965	0
10966	0
10967	0
10968	1
10969	0
10970	1
10971	0
10972	0
10973	0
10974	0
10975	0
10976	1
10977	0
10978	1
10979	0
10980	1
10981	2
10982	0
10983	0
10984	0
10985	0
10986	0
10987	1
10988	0
10989	0
10990	0
10991	0
10992	0
10993	0
10994	0
10995	0
10996	0
10997	0
10998	0
10999	0
11000	0
11001	0
11002	0
11003	0
11004	0
11005	0
11006	0
11007	0
11008	0
11009	0
11010	0
11011	0
11012	0
11013	0
11014	0
11015	0
11016	0
11017	1
11018	0
11019	0
11020	0
11021	0
11022	1
11023	0
11024	0
11025	0
11026	0
11027	0
11028	0
11029	0
11030	0
11031	1
11032	0
11033	0
11034	0
11035	0
11036	0
11037	0
11038	0
11039	0
11040	0
11041	0
11042	0
11043	0
11044	0
11045	0
11046	0
11047	0
11048	0
11049	0
11050	0
11051	0
11052	0
11053	0
11054	0
11055	0
11056	0
11057	0
11058	0
11059	0
11060	0
11061	0
11062	0
11063	0
11064	0
11065	0
11066	0
11067	0
11068	0
11069	0
11070	0
11071	0
11072	0
11073	0
11074	0
11075	0
11076	0
11077	0
11078	0
11079	0
11080	0
11081	0
11082	0
11083	0
11084	0
11085	0
11086	0
11087	0
11088	0
11089	0
11090	0
11091	1
11092	0
11093	0
11094	1
11095	0
11096	0
11097	0
11098	0
11099	0
11100	0
11101	0
11102	0
11103	0
11104	0
11105	0
11106	0
11107	0
11108	0
11109	0
11110	0
11111	0
11112	0
11113	0
11114	0
11115	0
11116	0
11117	0
11118	0
11119	0
11120	0
11121	0
11122	0
11123	0
11124	0
11125	0
11126	0
11127	0
11128	0
11129	0
11130	0
11131	0
11132	0
11133	0
11134	0
11135	0
11136	0
11137	0
11138	0
11139	0
11140	1
11141	0
11142	0
11143	0
11144	0
11145	0
11146	0
11147	0
11148	0
11149	0
11150	0
11151	0
11152	0
11153	0
11154	0
11155	1
11156	0
11157	0
11158	0
11159	0
11160	0
11161	0
11162	0
11163	0
11164	0
11165	0
11166	0
11167	0
11168	0
11169	0
11170	1
11171	1
11172	0
11173	0
11174	0
11175	0
11176	0
11177	0
11178	0
11179	0
11180	0
11181	0
11182	0
11183	0
11184	0
11185	0
11186	0
11187	0
11188	0
11189	0
11190	0
11191	0
11192	0
11193	0
11194	0
11195	0
11196	0
11197	0
11198	1
11199	0
11200	0
11201	2
11202	0
11203	0
11204	1
11205	0
11206	1
11207	1
11208	1
11209	3
11210	1
11211	1
11212	0
11213	0
11214	0
11215	0
11216	1
11217	0
11218	0
11219	1
11220	0
11221	2
11222	1
11223	2
11224	3
11225	0
11226	2
11227	0
11228	0
11229	2
11230	1
11231	0
11232	2
11233	0
11234	0
11235	0
11236	1
11237	0
11238	1
11239	3
11240	1
11241	0
11242	0
11243	0
11244	0
11245	0
11246	1
11247	0
11248	2
11249	0
11250	0
11251	0
11252	0
11253	0
11254	0
11255	0
11256	1
11257	0
11258	0
11259	2
11260	0
11261	0
11262	0
11263	0
11264	0
11265	0
11266	0
11267	0
11268	0
11269	0
11270	0
11271	0
11272	0
11273	0
11274	0
11275	0
11276	0
11277	1
11278	0
11279	1
11280	0
11281	1
11282	1
11283	0
11284	0
11285	0
11286	0
11287	0
11288	0
11289	0
11290	0
11291	0
11292	0
11293	0
11294	1
11295	0
11296	0
11297	0
11298	1
11299	0
11300	1
11301	0
11302	0
11303	0
11304	1
11305	2
11306	0
11307	1
11308	0
11309	1
11310	0
11311	0
11312	0
11313	0
11314	1
11315	1
11316	0
11317	2
11318	3
11319	0
11320	2
11321	0
11322	0
11323	2
11324	0
11325	3
11326	3
11327	3
11328	1
11329	2
11330	2
11331	0
11332	1
11333	3
11334	4
11335	1
11336	3
11337	1
11338	5
11339	0
11340	0
11341	4
11342	0
11343	2
11344	2
11345	5
11346	11
11347	7
11348	6
11349	3
11350	7
11351	9
11352	1
11353	4
11354	4
11355	1
11356	3
11357	2
11358	2
11359	3
11360	1
11361	1
11362	1
11363	0
11364	0
11365	0
11366	1
11367	1
11368	0
11369	0
11370	0
11371	3
11372	0
11373	0
11374	0
11375	0
11376	0
11377	0
11378	0
11379	0
11380	0
11381	0
11382	0
11383	1
11384	0
11385	0
11386	0
11387	0
11388	0
11389	0
11390	1
11391	2
11392	0
11393	0
11394	0
11395	0
11396	0
11397	0
11398	0
11399	0
11400	0
11401	0
11402	0
11403	0
11404	0
11405	0
11406	0
11407	1
11408	1
11409	0
11410	1
11411	0
11412	0
11413	1
11414	0
11415	0
11416	0
11417	0
11418	0
11419	0
11420	0
11421	0
11422	0
11423	0
11424	1
11425	1
11426	0
11427	1
11428	0
11429	0
11430	0
11431	0
11432	0
11433	0
11434	0
11435	0
11436	0
11437	0
11438	1
11439	0
11440	1
11441	0
11442	0
11443	0
11444	0
11445	0
11446	0
11447	0
11448	0
11449	0
11450	0
11451	0
11452	0
11453	0
11454	0
11455	0
11456	0
11457	0
11458	0
11459	0
11460	0
11461	0
11462	0
11463	0
11464	0
11465	0
11466	0
11467	0
11468	0
11469	0
11470	0
11471	0
11472	0
11473	0
11474	0
11475	0
11476	0
11477	0
11478	0
11479	0
11480	0
11481	0
11482	2
11483	0
11484	1
11485	0
11486	0
11487	0
11488	0
11489	0
11490	0
11491	0
11492	0
11493	0
11494	0
11495	0
11496	0
11497	0
11498	0
11499	0
11500	0
11501	1
11502	1
11503	0
11504	0
11505	0
11506	0
11507	0
11508	0
11509	0
11510	0
11511	0
11512	0
11513	0
11514	0
11515	0
11516	0
11517	0
11518	0
11519	0
11520	0
11521	0
11522	0
11523	0
11524	0
11525	0
11526	0
11527	0
11528	0
11529	0
11530	0
11531	0
11532	0
11533	0
11534	0
11535	0
11536	0
11537	1
11538	0
11539	0
11540	0
11541	0
11542	1
11543	0
11544	0
11545	0
11546	0
11547	0
11548	0
11549	0
11550	0
11551	0
11552	1
11553	0
11554	1
11555	0
11556	0
11557	0
11558	0
11559	1
11560	0
11561	0
11562	0
11563	0
11564	0
11565	0
11566	0
11567	0
11568	0
11569	0
11570	1
11571	1
11572	1
11573	0
11574	0
11575	0
11576	3
11577	0
11578	0
11579	0
11580	2
11581	2
11582	0
11583	1
11584	1
11585	0
11586	0
11587	2
11588	2
11589	1
11590	0
11591	1
11592	0
11593	0
11594	0
11595	2
11596	0
11597	1
11598	0
11599	1
11600	2
11601	1
11602	2
11603	6
11604	2
11605	5
11606	2
11607	2
11608	11
11609	1
11610	2
11611	2
11612	0
11613	0
11614	0
11615	0
11616	0
11617	0
11618	0
11619	0
11620	0
11621	0
11622	0
11623	0
11624	0
11625	0
11626	0
11627	0
11628	0
11629	0
11630	0
11631	0
11632	0
11633	0
11634	0
11635	1
11636	0
11637	0
11638	0
11639	0
11640	0
11641	0
11642	0
11643	0
11644	0
11645	0
11646	0
11647	0
11648	0
11649	0
11650	0
11651	0
11652	0
11653	1
11654	0
11655	0
11656	0
11657	0
11658	0
11659	0
11660	0
11661	0
11662	0
11663	0
11664	0
11665	0
11666	0
11667	0
11668	0
11669	0
11670	0
11671	0
11672	1
11673	0
11674	0
11675	0
11676	0
11677	0
11678	0
11679	1
11680	1
11681	0
11682	1
11683	1
11684	0
11685	0
11686	0
11687	0
11688	0
11689	0
11690	0
11691	0
11692	0
11693	0
11694	0
11695	0
11696	0
11697	0
11698	0
11699	0
11700	0
11701	0
11702	1
11703	0
11704	0
11705	0
11706	0
11707	0
11708	0
11709	0
11710	0
11711	0
11712	0
11713	0
11714	0
11715	0
11716	0
11717	1
11718	0
11719	1
11720	1
11721	0
11722	0
11723	0
11724	0
11725	0
11726	0
11727	0
11728	0
11729	0
11730	0
11731	1
11732	0
11733	0
11734	0
11735	0
11736	0
11737	0
11738	0
11739	0
11740	0
11741	0
11742	0
11743	0
11744	0
11745	0
11746	0
11747	1
11748	0
11749	0
11750	1
11751	0
11752	0
11753	0
11754	1
11755	0
11756	0
11757	0
11758	0
11759	0
11760	1
11761	0
11762	0
11763	0
11764	0
11765	0
11766	0
11767	3
11768	1
11769	0
11770	1
11771	0
11772	0
11773	0
11774	1
11775	2
11776	1
11777	1
11778	3
11779	1
11780	2
11781	0
11782	3
11783	1
11784	1
11785	1
11786	1
11787	2
11788	3
11789	4
11790	1
11791	2
11792	2
11793	1
11794	1
11795	0
11796	0
11797	0
11798	0
11799	0
11800	0
11801	0
11802	0
11803	1
11804	0
11805	0
11806	0
11807	0
11808	0
11809	0
11810	0
11811	0
11812	0
11813	0
11814	0
11815	0
11816	0
11817	0
11818	0
11819	0
11820	0
11821	0
11822	0
11823	0
11824	0
11825	1
11826	1
11827	0
11828	0
11829	0
11830	1
11831	0
11832	0
11833	0
11834	0
11835	0
11836	0
11837	0
11838	0
11839	0
11840	0
11841	0
11842	0
11843	0
11844	0
11845	0
11846	0
11847	0
11848	0
11849	0
11850	0
11851	0
11852	0
11853	0
11854	0
11855	0
11856	0
11857	0
11858	0
11859	0
11860	0
11861	0
11862	0
11863	0
11864	0
11865	0
11866	0
11867	0
11868	0
11869	0
11870	0
11871	0
11872	0
11873	0
11874	0
11875	0
11876	0
11877	0
11878	1
11879	0
11880	0
11881	0
11882	0
11883	0
11884	0
11885	0
11886	0
11887	0
11888	0
11889	0
11890	0
11891	0
11892	0
11893	0
11894	0
11895	0
11896	0
11897	0
11898	0
11899	1
11900	0
11901	0
11902	0
11903	0
11904	0
11905	0
11906	0
11907	0
11908	0
11909	0
11910	0
11911	1
11912	0
11913	0
11914	0
11915	0
11916	0
11917	0
11918	0
11919	0
11920	0
11921	0
11922	0
11923	0
11924	0
11925	0
11926	0
11927	0
11928	0
11929	0
11930	0
11931	0
11932	0
11933	0
11934	0
11935	0
11936	0
11937	0
11938	0
11939	0
11940	0
11941	0
11942	0
11943	0
11944	0
11945	0
11946	0
11947	0
11948	0
11949	0
11950	0
11951	0
11952	0
11953	0
11954	0
11955	0
11956	0
11957	0
11958	0
11959	0
11960	0
11961	0
11962	0
11963	0
11964	0
11965	0
11966	1
11967	0
11968	0
11969	0
11970	0
11971	0
11972	1
11973	0
11974	0
11975	0
11976	0
11977	0
11978	0
11979	0
11980	0
11981	0
11982	0
11983	0
11984	0
11985	0
11986	0
11987	0
11988	0
11989	0
11990	0
11991	0
11992	0
11993	0
11994	0
11995	0
11996	0
11997	0
11998	0
11999	0
12000	0
12001	0
12002	1
12003	0
12004	0
12005	0
12006	0
12007	0
12008	0
12009	0
12010	0
12011	0
12012	0
12013	0
12014	0
12015	0
12016	0
12017	0
12018	0
12019	0
12020	1
12021	0
12022	0
12023	0
12024	0
12025	0
12026	0
12027	1
12028	0
12029	0
12030	0
12031	0
12032	0
12033	0
12034	0
12035	0
12036	0
12037	0
12038	0
12039	0
12040	1
12041	0
12042	0
12043	0
12044	0
12045	0
12046	0
12047	0
12048	0
12049	0
12050	0
12051	0
12052	0
12053	0
12054	0
12055	0
12056	0
12057	0
12058	0
12059	0
12060	1
12061	0
12062	0
12063	0
12064	0
12065	0
12066	0
12067	0
12068	0
12069	0
12070	0
12071	1
12072	0
12073	0
12074	0
12075	0
12076	0
12077	0
12078	1
12079	0
12080	0
12081	1
12082	0
12083	0
12084	0
12085	0
12086	0
12087	0
12088	0
12089	0
12090	0
12091	0
12092	1
12093	0
12094	0
12095	0
12096	1
12097	0
12098	1
12099	0
12100	0
12101	0
12102	0
12103	0
12104	0
12105	0
12106	0
12107	0
12108	0
12109	0
12110	0
12111	0
12112	0
12113	0
12114	0
12115	1
12116	1
12117	0
12118	0
12119	0
12120	0
12121	0
12122	1
12123	0
12124	1
12125	0
12126	0
12127	2
12128	0
12129	0
12130	1
12131	0
12132	0
12133	1
12134	1
12135	1
12136	0
12137	1
12138	1
12139	0
12140	1
12141	1
12142	0
12143	1
12144	1
12145	0
12146	2
12147	0
12148	0
12149	0
12150	0
12151	2
12152	1
12153	0
12154	3
12155	1
12156	1
12157	0
12158	3
12159	2
12160	6
12161	1
12162	0
12163	1
12164	4
12165	3
12166	3
12167	4
12168	2
12169	1
12170	2
12171	3
12172	2
12173	7
12174	14
12175	9
12176	8
12177	8
12178	1
12179	8
12180	8
12181	5
12182	2
12183	4
12184	4
12185	5
12186	12
12187	1
12188	8
12189	1
12190	0
12191	1
12192	0
12193	0
12194	0
12195	0
12196	1
12197	0
12198	0
12199	0
12200	0
12201	0
12202	0
12203	0
12204	0
12205	0
12206	0
12207	0
12208	0
12209	0
12210	0
12211	0
12212	0
12213	0
12214	0
12215	0
