sample	amp1	amp2	amp3	amp4	amp5	amp6	amp7	amp8	amp9	amp10	amp11	amp12	amp13	amp14	amp15	amp16	amp17	amp18	amp19	amp20	amp21	amp22	amp23	amp24	amp25	amp26	amp27	amp28	amp29	amp30	amp31	amp32	amp33	amp34	amp35	amp36	amp37	amp38	amp39	amp40	amp41	amp42	amp43	amp44	amp45	amp46	amp47	amp48	amp49	amp50	amp51	amp52	amp53	amp54	amp55	amp56	amp57	amp58	amp59	amp60	amp61	amp62	amp63	amp64	amp65	amp66	amp67	amp68	amp69	amp70	amp71	amp72	amp73	amp74	amp75	amp76	amp77	amp78	amp79	amp80	amp81	amp82	amp83	amp84	amp85	amp86	amp87	amp88	amp89	amp90	amp91	amp92	amp93	amp94	amp95	amp96	amp97	amp98
SC2197	597.5112915	1443.2155762	243.6359406	5790.8178711	2886.3051758	365.2626648	85.6359482	126.8553162	38.1623917	760.2666626	1031.6519775	158	43.5445023	6891.2231445	21.2526875	920.4156494	229.1831055	63.5041313	150.5067291	730.8857422	60.4793816	21552.1542969	1159.3765869	18.1702137	1793.7772217	2888.0322266	1432.1564941	19.6850395	23.4008808	12714.6513672	89.6262131	21.1557789	647.7935791	7863.9736328	4190.4443359	524.9915161	6340.4008789	774.0310669	13568.0585938	4061.8820801	723.0682983	2659.8728027	188.3349762	1049.2749023	24.3417091	9247.1416016	3809.8430176	169.2357788	893.5113525	230.2816315	382.1787109	1440.5543213	7.4396553	42.4396133	1938.3571777	15.3448277	198.9126587	1241.2161865	6.3756099	4572.7802734	288.3992004	14812.2763672	310.8222351	63.3386459	474.671051	15.4291849	125.9216614	1904.1448975	1274.6270752	2597	1.5960591	761.2293701	202.46875	96.3000031	16887.1914062	0.0502283	1589.1572266	792.4456787	361.311676	275.4234314	167.3449707	25157.8144531	274.5862122	30251.8710938	29.3886471	77.423645	21973.3710938	3433.5224609	76.9342117	7523.3149414	46.7211151	2892.0617676	16991.4902344	327.3333435	673.3737793	64.6888885	1543.5462646	2.6643357
SC2198	1823.7781982	23781.6679688	16943.9960938	13413.3222656	8269.4277344	5598.4975586	4441.71875	6159.9916992	2217.9230957	13659.9248047	9116	10086.6875	1739.9790039	23166.1855469	3263.4785156	5046.3828125	11295.953125	13005.2392578	5063.9506836	6892.7573242	10813.2216797	11171.7675781	8335.0556641	6720.2661133	13225.84375	3034.4899902	12941.1308594	3412.1535645	3896.1320801	15789.2666016	562.4951172	1480.8894043	11203.1601562	16074.3349609	9622.6279297	489.3644104	14250.25	5580.8076172	10737.8056641	12824.5585938	12414.8632812	16812.4765625	7874.0786133	33614.328125	6767.6430664	29074.0039062	22603.7363281	2619.8251953	15772.8144531	11752.6611328	11884.2939453	13564.4833984	28665.0859375	6768.0336914	11314.1591797	7921.4223633	11733.4628906	21174.7558594	2077.3852539	14968.1835938	10819.4921875	16132.8300781	10637.1601562	3458.5617676	6591.6010742	2078.9013672	8413.7050781	9115.5517578	6056.0161133	16392.515625	7053.4038086	13295.3896484	9180.8173828	3768.8410645	17628.2578125	232.6620941	18816.1972656	7884.2324219	15974.6835938	4994.8061523	5137.7207031	12579.3222656	7193.6894531	13108.2246094	3199.2097168	4953.7290039	18305.3457031	9032.0976562	5629.2104492	12400.1005859	2164.9680176	9855.6035156	20064.2382812	5243.9155273	17115.9707031	3880.595459	12784.9541016	2273.0349121
SC2199	1413.3157959	14993.9482422	17525.515625	7826.6450195	4860.3857422	4173.0136719	4170.9907227	4166.3789062	2340.3718262	9592.7832031	7474.2280273	7134.0625	1598.8691406	15317.3388672	2834.4731445	2624.822998	8388.1318359	9132.859375	3788.8117676	4169.6953125	9034.5253906	6535.5654297	5662.8642578	4741.8457031	8611.4980469	3000.0883789	9296.5	2677.2558594	3349.5771484	11036.8554688	449.8058167	1094.0251465	8036.078125	12353.8427734	6615.6040039	338.9406738	8576.5859375	2602.5217285	7434.3056641	6521.8696289	8666.7763672	12054.2548828	6657.5419922	24741.4316406	6127.7133789	20818.8125	15115.7402344	1976.3251953	10522.8261719	10404.6855469	8500.7578125	7974.5844727	19157.8496094	4685.2368164	6630.9243164	5989.8491211	11184.7119141	14294.0722656	1620.6439209	9775.3876953	7400.7460938	10626.4736328	7951.0268555	2584.1035156	3988.5571289	1523.8411865	5410.6635742	6332.9487305	4382.237793	9745.2070312	5668.8964844	8743.9453125	6883.5444336	2848.4707031	10941.3535156	231.7168884	13246.2275391	3779.1723633	10657.2167969	4242.4863281	3593.7902832	8269.7773438	4451.4335938	8247.3193359	896.1921387	3412.576416	11071.0537109	5860.0205078	5493.7412109	6870.7167969	2046.067749	6511.105957	14504.1982422	3094.1643066	9968.2138672	3277.8666992	7356.8886719	3341.6923828
SC2200	3541.1279297	28545.8183594	36378.09375	6601.9111328	10922.8857422	5065.2583008	14845.3916016	6436.4936523	9796.1064453	15874.1083984	14617.8642578	14030.0957031	4933.5756836	29054.7929688	10220.7851562	2113.5925293	15180.0136719	17488.9414062	10252.9599609	5213.6240234	28331.7675781	8011.9165039	8965.7158203	11098.8613281	18345.4746094	4501.409668	19147.2167969	5116.2163086	12839.8105469	13227.8457031	2765.5241699	2292.1105957	15866.2021484	8825.4550781	13342.8642578	1916.0169678	17447.0898438	3966.3913574	15783.3701172	4078.0683594	20570.453125	15480.9404297	15194.1132812	39338.59375	22841.7128906	27416.78125	28521.2773438	3345.0163574	22372.8300781	14935.734375	19645.2460938	9690.1611328	38547.3476562	9797.734375	12658.6425781	8790.8408203	21973.6503906	20701.796875	7996.4780273	12397.7275391	15156.7666016	14191.7949219	17427.4257812	4558.0678711	8780.3730469	3790.9228516	8843.0185547	5279.0375977	9963.4111328	9972.2822266	10023.3056641	13964.7568359	14808.1962891	6075.8295898	20460.0195312	363.5433655	26573.7167969	2206.7790527	23357.9921875	7276.7568359	8746.7158203	10973.3652344	9932.7041016	5852.1162109	3631.3974609	4520.1870117	19522.6484375	2865.6530762	19571.7636719	1469.3195801	5805.8325195	3503.8061523	25924.0722656	1500.4272461	11794.0488281	696.1289062	8871.3427734	1351.2098389
SC2201	2022.8082275	27767.0214844	31472.0371094	17613	9207.9492188	8392.3271484	5416.4702148	8174.7871094	2478.2648926	17846.6289062	12476.1201172	12221.8378906	1924.7120361	34135.6015625	4414.4033203	9081.5058594	13833.4599609	16689.5585938	5527.7128906	8899.2285156	10735.0771484	14061.6191406	8962.4570312	7533.1650391	16824.8632812	3634.0522461	16018.8916016	3642.0708008	3259.7312012	21204.1582031	466.1747437	1458.4672852	13316.0185547	30181.7070312	10094.7148438	488.6398315	17915.1894531	6441.7763672	14115.6171875	17190.8515625	14150.5341797	20859.6367188	11091.1728516	42869.4726562	5722.7587891	38196.7578125	27181.4882812	2794.5366211	18233.8027344	20892.9296875	13695.6298828	18886.7421875	36669.4101562	7129.0195312	13410.0087891	9593.3144531	20711.1054688	26964.0546875	2552.7561035	20385.0839844	13715.1455078	22484.1425781	13188.1914062	4318.6611328	6743.7851562	2150.2490234	10867.3642578	11765.5888672	6787.140625	21068.9570312	7946.965332	16912.0878906	11008.1738281	5042.7880859	21636.0136719	415.2191772	23575.4589844	11360.2246094	19175.2128906	6486.9863281	6418.3710938	16482.8945312	7910.6303711	14763.3535156	1291.0174561	6625.2412109	23645.7910156	13138.2695312	5779.2895508	17135.8085938	2314.5856934	12901.3037109	24811.7753906	7620.8779297	25223.1464844	9201.8486328	13068.8886719	5754.5874023
SC2202	995.90979	17192.5390625	21651.8613281	2199.0515137	10499.8046875	4208.7280273	19335.9453125	10503.2001953	15194.7695312	15969.9082031	7831.7480469	16112.2998047	4160.4868164	32016.0761719	20483.515625	2800.3703613	12990.8496094	37994.453125	7058.0849609	6286.0048828	31783.90625	12034.3095703	10404.4199219	23740.0371094	16848.4921875	3334.7109375	27744.2558594	5159.7636719	14856.2597656	12218.6650391	1810.7767334	4793.4121094	9528.4130859	10416.7802734	4332.6713867	3446.9448242	3870.9655762	6858.2548828	9736.8525391	3118.0310059	10197.1494141	10502.9951172	9563.359375	29979.0527344	28446.6289062	10994.9501953	28737.1074219	1836.4553223	13560.9658203	15279.3505859	17077.2988281	6849.9140625	35876.375	10426.4345703	7440.1640625	12853.3876953	5547.0043945	17589.3417969	5289.2099609	13510.8271484	9542.6210938	12946.8613281	9623.1425781	5976.1992188	5554.3945312	2903.9440918	4022.6542969	2744.8972168	4405.9946289	8244.9150391	3472.5368652	26447.5234375	3388.21875	8625.6054688	8519.7753906	837.9543457	7114.1962891	983.3595581	11963.7832031	5550.8740234	1381.3405762	8022.3227539	1657.7635498	2854.9182129	2920.9519043	701.6453247	3398.9511719	930.697937	5257.0043945	266.2602844	173.7370453	271.3039551	998.9053955	179.5305176	216.470871	151.9866638	1455.027832	465.0419617
SC2203	2427.9924316	26965.6113281	19996.2949219	2943.0187988	7816.7036133	2865.1704102	27478.0234375	6650.8852539	18024.0546875	13542.0087891	9328.4677734	14443.3164062	3118.0993652	20322.6777344	12090.0537109	2399.7285156	11878.0332031	24572.5917969	11062.6230469	4321.7333984	36244.2070312	7639.5712891	8417.53125	14308.0429688	16083.4785156	2501.6506348	17943.5742188	3080.7873535	9895.515625	9546.5341797	1556.927124	2265.5375977	8062.1240234	4177.7695312	4028.5603027	2654.3601074	2353.8276367	3115.3540039	3493.1589355	2079.440918	6913.5961914	9103.1728516	9953.4970703	22756.2753906	25459.4628906	10020.2509766	23399.1074219	1061.0568848	14164.7460938	15833.0615234	12301.9873047	4748.6855469	26482.6601562	5072.9277344	5915.230957	8072.3920898	7810.2705078	12238.8378906	6437.8291016	7382.1987305	7617.8666992	12371.5263672	11763.9423828	4287.1513672	5227.9868164	2622.9570312	3825.9492188	1654.8458252	4670.9243164	5550.1064453	6622.1625977	19915.5	11059.3701172	9340.9414062	13096.5234375	852.5114136	21277.1445312	1693.7003174	20933.7148438	6410.2026367	3457.6025391	8464.7246094	4697.3349609	4911.4223633	7197.5546875	3487.7783203	9628.1611328	2054.1633301	19454.7109375	828.2876587	1655.5776367	994.0396729	3716.878418	875.5305176	848.2912598	454.6799927	3690.6574707	820.8950806
SC2204	3959.7856445	5142.25	17222.5019531	33251.7460938	6480.2290039	328.2211914	771.2995605	720.4042358	133.0555573	4210.2041016	15295.3642578	274.2708435	198.9266968	17204.5996094	139.5376282	2813.5761719	2263.0280762	675.8099365	1043.838623	9789.7236328	1465.8093262	30524.9414062	1369.6049805	22.4680843	12547.7294922	5566.8833008	4612.1567383	106.4015732	43.5286331	14170.7099609	17.9174767	107.4472351	5522.4038086	37569.0117188	11455.5019531	9.5805082	29339.171875	906.0993652	35731.8984375	13145.1425781	2756.2172852	12745.6367188	2764.2709961	6927.862793	151.7688446	17211.9628906	15224.8789062	1984.6219482	11220.5722656	3781.0163574	3593.7021484	16322.7226562	16077.8837891	120.289856	9687.8828125	622.3361816	14328.2402344	4077.9099121	194.3317108	5200.5444336	27256.25	39702.71875	9705.4667969	853.6573486	3218.8684082	163.532196	7176.027832	5864.2104492	17836.2050781	6259.6225586	2764.2905273	4825.628418	1632.15625	800.0646973	49711.4960938	18.0456619	13488.1699219	9153.1308594	1716.7705078	3076.4909668	641.7336426	55880.7734375	1221.211792	56581.03125	354.3668213	739.8817749	33468.2382812	22538.3261719	320.1228027	20103.9765625	232.693222	25337.2460938	42124.2109375	4385.4931641	33560.3945312	627.0311279	8740.2958984	684.3496704
SC2205	5319.8984375	17221.3535156	41241.0039062	28065.7519531	11982.7246094	3057.640625	1100.8894043	3596.3786621	357.1965942	11264.4248047	19163.3007812	2499.3249512	593.2460938	33546.7617188	819.8494873	7007.7407227	6578.4975586	5869.6777344	1584.5650635	12794.8330078	2283.0361328	23266.3574219	5971.0800781	188.2127686	16114.9287109	5412.847168	12408.4609375	583.3031616	181.678421	21161.5292969	30.3058262	309.2512512	11883.1103516	39182.0195312	16298.3183594	111.4406815	31659.3398438	3190.0249023	26989.1054688	21080.0253906	7884.8261719	23898.6679688	7828.8916016	25646.7871094	585.5477295	28409.7539062	24580.5019531	1731.8129883	17922.1738281	8140.5795898	11131.3486328	20847.7558594	32497.6113281	1255.9130859	19812.0546875	5110.0170898	26098.9921875	16601.4824219	497.8244019	23561.84375	24650.234375	35373.1601562	19036.4980469	2178.107666	6229.6621094	931.2188721	13327.6357422	5484.5512695	18607.4921875	17075.1054688	6664.1723633	17561.4316406	4115.8881836	1725.2235107	44207.6171875	155.7990875	23250.3964844	12157.7714844	8892.7314453	4618.7705078	3207.3056641	29847.0429688	10030.8076172	35450.625	643.0786133	2365.0246582	38143.7070312	20620.8808594	3748.4692383	27643.1542969	1235.0478516	25238.8554688	53490.8789062	11168.4228516	31489.9765625	3966.0622559	14966.7314453	1767.510498
SC2206	3413.4660645	4618.9438477	14531.2255859	33138.1757812	8260.2285156	330.7695923	525.8202515	900.3148804	145.0256348	4862.1459961	15285.0957031	539.0708618	338.0104675	24249.8925781	267.3333435	2128.9836426	3791.6572266	550.5578613	1113.6053467	9360.8808594	1392.6340332	20400.8574219	4206.987793	26.4468079	10921.3369141	4370.8554688	5941.3955078	230.4527588	47.6960335	13840.0087891	7.6359224	67.7788925	4295.8442383	21324.8789062	10484.3525391	7.7288136	23320.3710938	856.6708374	28121.4882812	10980.546875	3346.8820801	11878.7998047	2710.7932129	8714.7207031	223.3969879	20560.5351562	12520.7490234	1602.0772705	10308.4882812	2644.3225098	5283.953125	12313.1044922	17584.2421875	142.8599091	11741.1132812	947.2930908	12334.0830078	5513.8920898	73.6341476	13763.8955078	18983.6484375	35208.4257812	9876.9023438	1212.0637207	4011.5571289	268.2017212	6531.1381836	6652.1357422	14397.6972656	6312.6704102	3741.3742676	8321.6601562	1669.96875	1371.2940674	44387.2382812	5.0136986	11388.9472656	8289.5244141	2267.7316895	2499.7341309	986.1615601	41508.1640625	3950.2905273	40012.0273438	192.851532	362.8866882	40822.9257812	12156.71875	229.1228027	12214.3701172	170.7529907	15567.1669922	44805.5703125	2823.2910156	6806.1308594	608.2399902	3820.0371094	588.1258545
SC2207	2014.3233643	19855.7578125	26238.2988281	8180.3925781	7831.3388672	5239.6269531	7258.5805664	6443.4765625	3586.5170898	14209.6914062	10282.7402344	12868.4042969	2415.2355957	26608.4160156	4400.5913086	2684.5515137	11133.28125	17594.6992188	5497.8071289	5546.1381836	13443.3964844	8164.75	6584.8085938	9495.3613281	12437.1425781	3781.6386719	14085.1650391	5405.559082	4624.9428711	14290	771.0874023	1985.6934814	11678.1884766	13373.9003906	9881.9228516	1216.6737061	13134.4482422	5114.9379883	11590.09375	5372.9814453	12094.546875	15927.4814453	9445.0097656	38630.7148438	9150.6630859	31864.0996094	22044.8476562	3554.4919434	15689.1777344	14540.5546875	12268.4169922	10505.0673828	27501.921875	8253.8740234	9896.8066406	8462.875	15312.8603516	20853.7167969	2640.5073242	12487.8066406	11398.7988281	14428.5537109	12135.8085938	4075.8525391	6650.3857422	3093.5192871	7014.9541016	6671.3549805	6719.1132812	11973.5429688	7296.0541992	15068.2705078	9908.5488281	4518.2353516	15435.4765625	470.0867615	19025.7207031	4349.2021484	17168.4726562	6125.734375	5376.6767578	10791.4228516	7541.2070312	11442.6894531	5208.40625	5357.7636719	17710.3164062	3818.2939453	7878.3642578	4620.1279297	3085.203125	6120.8764648	19252.4511719	2588.5117188	13779.578125	547.7466431	9995.4169922	485.8041992
SC2208	1770.8984375	12984.4052734	16081.5849609	2835.4484863	6487.1777344	2915.4055176	20466.0175781	4117.4125977	12585.9824219	12832.3710938	8314.484375	10882.7080078	2908.4135742	21865.0546875	9596	2250.3579102	9876.3798828	21744.2363281	8532.8613281	3403.3857422	26402.0820312	5065.7021484	8004.5371094	10975.6865234	13758.6064453	3110.8312988	14806.4648438	3801.7993164	8513.0400391	11008.7197266	1428.072876	2115.9848633	9469.8212891	5383.0839844	4783.6811523	2502.8432617	5102.7973633	4152.4223633	7512.046875	2445.2421875	6732.559082	10542.2138672	6843.6601562	30178.3359375	20049.4921875	15117.5615234	21780.8828125	1619.3618164	13801.2919922	15039.6445312	11867.4082031	7032.4306641	27000.5996094	6412.7875977	6474.2270508	7525.2070312	8286.4453125	14653.4326172	4479.9951172	8966.4082031	7587.9716797	11985.6113281	10898.6533203	3990.2390137	5013.0395508	2783.4291992	4388.4931641	3360.8552246	5209.3676758	7754.7285156	6270.6303711	16020.9082031	10221.7050781	5876.5058594	12425.6806641	626.3150635	18885.6640625	1854.071167	16609.7832031	6259.0673828	2927.5283203	7021.5341797	4841.1870117	6858.4570312	6710.8735352	812.6256104	9911.4101562	579.5755005	12589.1494141	1445.0684814	1767.9880371	2545.753418	5001.8466797	893.079834	1119.6407471	406.9511108	2742.611084	806.0839233
SC2209	538.2556152	15059.5341797	33033.3085938	23045.4570312	11314.0927734	3849.3271484	1762.0737305	3642.9277344	645.7521362	12826.7753906	16038.6240234	3726.5334473	863.1099243	26960.3144531	1113.1343994	6331.7900391	8613.4228516	4620.6572266	3711.1479492	7835.1855469	4722.4589844	13529.6669922	7634.8828125	430.3085022	16741.2597656	5952.2890625	13692.1826172	921.1653442	440.5418396	19939.5058594	60.6165047	361.8291321	12189.921875	24669.828125	14468.0966797	45.6991539	22589.9003906	2674.6833496	21840.0644531	17068.7773438	8430.0058594	19664.3496094	7701.6206055	23624.4785156	1681.050293	25094.6484375	24144.03125	2130.6584473	18604.0234375	10837.5546875	11419.8808594	14534.8916016	32790.9179688	895.3284912	16218.8408203	4032.3188477	21360.6503906	11478.9326172	779.9317017	18739.984375	18872.5078125	23442.71875	14843.2714844	2614.1115723	7918.8642578	874	10687.4335938	11921.5751953	12842.9677734	14344.1171875	6900.1230469	12107.2841797	5605.84375	2275.3588867	28638.2441406	96.0365295	20771.21875	9854.0185547	12499.8916016	5498.1621094	4419.1791992	21380.5976562	9971.1777344	23810.9492188	2121.6462402	2253.3547363	38682.40625	12051.1835938	1603.2149658	15412.6572266	740.3705444	13667.8857422	23739.2167969	5029.5493164	14096.8105469	3500.3867188	6650.9814453	508.2237854
SC2210	2928.4248047	19446.0507812	14828.6455078	1888.1776123	5700.3134766	2012.7557373	26529.5761719	4329.7236328	18608.6289062	10070.5664062	4410.644043	9438.2792969	1744.0837402	12544.7998047	9381.6933594	1504.222168	7171.3237305	12306.8466797	7853.269043	6846.909668	30538.4375	11875	6129.9072266	11516.5527344	10836.7724609	2255.4538574	11636.8388672	1898.3936768	7828.894043	5552.7783203	1128.7573242	1962.8843994	3020.5322266	3779.5549316	3015.6328125	1752.0762939	2142.4870605	2193.3415527	4581.3056641	1499.0124512	3940.4597168	5962.6591797	3798.8818359	17513.9433594	23741.9902344	6275.7900391	15635.7265625	806.2479858	9844.8974609	14204.0126953	7753.0551758	2930.8652344	14022.2714844	3183.8984375	2687.0292969	4952.4482422	2798.9868164	7899.5043945	3311.151123	4701.7275391	3179.4758301	7235.2900391	6275.2089844	3235.2111816	2337.1972656	1875.0643311	1749.2949219	971.0981445	2732.7243652	3991.6169434	4766.4580078	16369.4267578	6639.1606445	8008.1762695	7693.0678711	997.0822144	15501.6767578	1226.0673828	13460.9658203	5424.4550781	1536.8166504	6717.6772461	2807.7536621	5298.5043945	4230.8251953	2688.7143555	5571.6391602	1723.7633057	15972.0390625	759.9497681	1500.4940186	1062.6784668	2490.9594727	656.2629395	587.9174805	482.8888855	3246.4353027	1413.0489502
SC2211	1887.135376	20857.9707031	14627.4980469	5752.425293	5174.3051758	3910.2165527	9536.3320312	4840.7192383	6205.2651367	12482.5253906	7300.7841797	10335.9746094	2320.3925781	22663.7617188	4860.6665039	1674.5638428	8579.140625	14246.2021484	5641.6235352	2323.1096191	16058.3818359	3382.2202148	6020.6665039	9533.8242188	9791.1132812	3624.6306152	10843.5	4123.425293	6019.7270508	11588.7197266	938.3689575	1579.6431885	8927.1005859	7821.7016602	4813.2900391	1568.932251	4364.3662109	3668.0185547	5350.5175781	3682.192627	8253.1611328	13922.3457031	8180.1674805	32868.953125	12555.703125	22261.5664062	17314.8203125	2824.5324707	12376.8447266	12832.0693359	10145.7363281	8669	21568.3007812	8218.59375	5725.0673828	8166.5258789	8838.9433594	17574.6074219	3612.1123047	11026.2041016	7518.3789062	11434.4863281	9140.7558594	3761.8286133	4362.4472656	2860.5322266	4152.7050781	4863.2661133	4605.2055664	9760.7128906	5991.5810547	10572.5458984	7546.8881836	4557.1943359	11169.0957031	345.4064026	14850.4101562	3380.2546387	14311.84375	6289.9326172	4029.4934082	10287.2431641	5499.6796875	9930.9228516	5941.449707	5976.9804688	9789.3173828	4541.1918945	10598.109375	4129.4887695	2756.5698242	6693.934082	14698.6083984	2564.7043457	5368.378418	2452.4533691	6035.8613281	2425.4685059
SC2212	3990.5639648	16215.5126953	33326.1835938	34472.453125	14527.1865234	7386.5483398	1970.1843262	6299.2895508	1006.8846436	21304.3007812	22430.5488281	5056.5415039	1631.5445557	39159.8164062	1323.1182861	9948.7773438	13473.6669922	6196.2602539	4238.7890625	18143.65625	6102.5517578	21976.2675781	12789.4013672	577.0106201	24048.8378906	11075.0517578	16011.1083984	1338.1574707	549.4537354	28709.796875	113.2184448	377.5025024	16781.578125	31102.4394531	18025.7734375	99.0042343	27845.7148438	3287.4472656	31521.2050781	27158.6894531	12174.4658203	27937.4453125	10756	29960.6777344	1676.5930176	30621.7988281	25385.3671875	3979.8901367	22793.8945312	12461.5996094	14546.1445312	20858.7421875	31060.3398438	1097.067627	18003.1816406	5407.2114258	20784.5800781	14899.1533203	667.9414673	31363.09375	22098	34079.8085938	20225.6171875	4638.8886719	11077.2285156	1571.3391113	17726.9121094	15119.5703125	20284.6328125	19613.5898438	10280.1826172	15230.9169922	6113.5043945	4346.152832	40695.59375	82.8082199	22619.9296875	17568.46875	13017.4072266	9731.6259766	6012.440918	37840.71875	14986.6308594	36871.3164062	898.7510986	3778.364502	36604.4648438	23609.9511719	3138.2587891	26124.0917969	1922.689209	26345.59375	46309.7539062	10389.4931641	33763.796875	5703.8491211	31931.9160156	2249.6853027
SC2213	1815.5338135	14539.8964844	20833.1191406	2924.0280762	9288.8476562	5446.894043	29707.6171875	8696.0166016	17392.0644531	19909.3164062	9997.0517578	16176.9462891	3967.3349609	32641.9003906	12286.84375	4068.8435059	13742.0283203	29934.0820312	10044.2646484	3878.4665527	37235.2304688	7638.9882812	9125.5058594	18693.0097656	17376.1757812	3979.4577637	20115.4863281	5947.5825195	11210.8945312	15566.2265625	2145.6601562	3670.9396973	12241.1054688	10371.9951172	5910.8310547	4406.3896484	6422.6464844	7612.7890625	9249.1474609	4490.8945312	8195	15525.9228516	9085.1474609	41102.2421875	30583.6875	25468.6171875	29670.1757812	3003.4755859	18939.7128906	23065.734375	16019.7490234	11287.7412109	34965.7890625	11996.6523438	8081.1259766	12262.1552734	8755.3232422	24862.1308594	7370.7172852	14342.4296875	10387.6777344	16361.4150391	12983.4042969	6557.2509766	6418.3203125	4797.8325195	5149.387207	5934.0561523	6025.8217773	12487.1171875	9221.6005859	20906.6875	14464.3173828	7577.9941406	16488.46875	1072.210083	26098.0488281	3775.0449219	19742.3417969	10307.1621094	3919.6418457	10082.1953125	7125.8671875	7009.0644531	8351.6679688	834.2906494	9278.2294922	1618.5061035	15816.3330078	2874.6027832	2460.8007812	5446.0527344	6009.1533203	1712.8074951	1260.7718506	865.0222168	4928.6020508	1086.6083984
SC2214	177.766922	2100.9482422	4841.8432617	1465.4766846	4425.1821289	3023.5021973	2239.373291	3736.8979492	1999.7564697	3150.9541016	2448.0480957	1687.6999512	693.1727905	3328.7077637	1553.887085	195.2716064	399.9154968	2442.9338379	493.6278076	726.8475952	1500.0566406	2659.5893555	744.833313	1659.5212402	767.6966553	720.3695068	2109.3129883	368.8661499	2059.3833008	3764.5385742	11.1067963	67.3115616	3810.8303223	3823.1833496	1997.4589844	172.9491577	276.625	185.7888184	1043.0058594	1410.236084	4349.1118164	1525.8636475	3698.3742676	5774.2036133	1716.0804443	608.6347046	2229.484375	34.5934944	803.8181763	1699.2857666	7398.340332	815.4681396	545.9008789	759.0531616	2225.1303711	3577.642334	2313.7641602	1635.9549561	577.7463379	4347.4082031	2465.512207	3178.2946777	1746.7510986	606.7769165	499.0438538	199.0600891	416.5161438	756.7756958	669.4000244	861.9521484	167.054184	1747.4678955	70.375	2392.0646973	2409.7277832	32.6712341	1982.0611572	551.262146	3370.8701172	2804.4865723	3329.1833496	4484.2910156	1774.1625977	3053.4914551	5138.890625	2047.2906494	1579.6195068	1134.0203857	1493.4868164	305.9588928	539.1035767	316.5110168	4252.590332	656.6384888	833.3009644	101.1822205	1214	100.6783218
SC2215	2411.3044434	12722.8447266	7109.6635742	31965.0039062	9890.3134766	1651.2120361	387.1474609	1297.8382568	44.7735062	9293.7080078	17724.6523438	517.7874756	127.1256561	25859.7539062	57.3817215	2985.3210449	3423.5539551	805.2975464	456.4663696	10440.9423828	299.4484558	42924.6601562	1342.0246582	31.5372334	8774.1132812	6548.1806641	5665.6259766	173.3110199	28.2643166	27089.9375	301.9174805	73.4874344	8501.2890625	40289.4648438	7688.6860352	11.8728809	28837.3320312	2034	35175.1484375	23870.6152344	2006.3105469	26873.9765625	3471.3151855	18799.5585938	54.8894463	28127.8457031	11294.6416016	1199.0081787	5042.7763672	4062.7021484	5252.2255859	29151.6210938	14992.5087891	484.9806824	16148.1259766	2254.6035156	6305.855957	9310.5410156	186.8975677	27074.5859375	13893.8427734	64057.09375	6747.715332	1523.0955811	1682.9517822	284.2188721	4083.6682129	2157.6774902	11860.3779297	12029.2978516	1309.4729004	8103.2524414	559.0803833	1290.2353516	45051.4765625	3.0045662	12438.7949219	15237.5654297	1462.026001	4368.6845703	860.9475708	66188.7734375	3991.5715332	78877.1171875	130.1047974	1333.0196533	48675.3164062	33982.7460938	142.5438538	21072.1503906	137.2430267	28951.3828125	51195.3046875	9001.6474609	3737.8979492	419.8622131	1684.9073486	928.3846436
SC2216	1765.3195801	31819.6503906	25947.3964844	6449.925293	8573.0166016	5094.027832	14385.0371094	7756.2509766	8473.6455078	17154.7675781	11553.0322266	12733.7460938	3436.9580078	34603.2304688	7578.3657227	3166.4855957	13141.7324219	12248.3144531	8081.5380859	2767.5905762	23417.3046875	10095.0595703	7763.487793	13595.6435547	15084.0097656	2560.4016113	16915.6425781	5506.559082	8721.2773438	14670.5927734	855.713562	2434.0100098	12591.6054688	8604.4765625	7851.3286133	2201.5932617	11974.2412109	4810.9443359	11660.3945312	3575.6274414	12733.9560547	13735.4042969	8356.640625	41571.203125	16999.546875	28343.5488281	27306.8613281	2601.1179199	18262.1582031	16271.9873047	14982.5615234	9368.5507812	34028.5429688	9565.5214844	9471.5	9332.2246094	12006.2529297	22114.0585938	5609.5024414	11598.2255859	12417.5166016	14755.2861328	14452.453125	4083.0358887	6439.9384766	3231.1931152	6486.387207	4858.3271484	4912.2270508	9905.8886719	7668.1132812	17541.4960938	12349.8212891	6500.7294922	18032.1152344	524.420105	22821.4140625	2366.1572266	23219.9042969	6673.8647461	6974.5634766	11964.0371094	4012.6403809	8082.3623047	4670.262207	6739.6455078	15098.5898438	4718.2573242	14577.0302734	4305.9541016	3457.6413574	7720.762207	19092.2519531	2229.239502	13253.3251953	4572.0356445	8712.8515625	11586.8183594
